item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18254151,Slc2a3,37,ENSMUSG00000003153,20527,ENSMUSG00000003153,Mus musculus
Q14887307,Slc2a4,29,ENSMUSG00000018566,20528,ENSMUSG00000018566,Mus musculus
Q18254153,Slc31a1,22,ENSMUSG00000066150,20529,ENSMUSG00000066150,Mus musculus
Q18254154,Slc31a2,23,ENSMUSG00000066152,20530,ENSMUSG00000066152,Mus musculus
Q18254155,Slc34a2,23,ENSMUSG00000029188,20531,ENSMUSG00000029188,Mus musculus
Q14914256,Slc3a1,21,ENSMUSG00000024131,20532,ENSMUSG00000024131,Mus musculus
Q14877708,Slc4a1,22,ENSMUSG00000006574,20533,ENSMUSG00000006574,Mus musculus
Q18254158,Slc4a1ap,38,ENSMUSG00000029141,20534,ENSMUSG00000029141,Mus musculus
Q18254159,Slc4a2,41,ENSMUSG00000028962,20535,ENSMUSG00000028962,Mus musculus
Q18254160,Slc4a3,43,ENSMUSG00000006576,20536,ENSMUSG00000006576,Mus musculus
Q15318090,Slc5a1,19,ENSMUSG00000011034,20537,ENSMUSG00000011034,Mus musculus
Q14874258,Slc6a2,24,ENSMUSG00000055368,20538,ENSMUSG00000055368,Mus musculus
Q18254163,Slc7a5,22,ENSMUSG00000040010,20539,ENSMUSG00000040010,Mus musculus
Q18254164,Slc7a7,48,ENSMUSG00000000958,20540,ENSMUSG00000000958,Mus musculus
Q18254165,Slc8a1,45,ENSMUSG00000054640,20541,ENSMUSG00000054640,Mus musculus
Q18254166,Slc9a1,26,ENSMUSG00000028854,20544,ENSMUSG00000028854,Mus musculus
Q18254167,Slfn1,18,ENSMUSG00000078763,20555,ENSMUSG00000078763,Mus musculus
Q18254168,Slfn2,18,ENSMUSG00000072620,20556,ENSMUSG00000072620,Mus musculus
Q18254169,Slfn3,19,ENSMUSG00000018986,20557,ENSMUSG00000018986,Mus musculus
Q18254170,Slfn4,25,ENSMUSG00000000204,20558,ENSMUSG00000000204,Mus musculus
Q18254171,Slit1,25,ENSMUSG00000025020,20562,ENSMUSG00000025020,Mus musculus
Q18254172,Slit2,50,ENSMUSG00000031558,20563,ENSMUSG00000031558,Mus musculus
Q18254173,Slit3,22,ENSMUSG00000056427,20564,ENSMUSG00000056427,Mus musculus
Q18254176,Slpi,20,ENSMUSG00000017002,20568,ENSMUSG00000017002,Mus musculus
Q18254177,Snai2,20,ENSMUSG00000022676,20583,ENSMUSG00000022676,Mus musculus
Q18254178,Hltf,33,ENSMUSG00000002428,20585,ENSMUSG00000002428,Mus musculus
Q18254179,Smarca4,37,ENSMUSG00000032187,20586,ENSMUSG00000032187,Mus musculus
Q18254180,Smarcb1,27,ENSMUSG00000000902,20587,ENSMUSG00000000902,Mus musculus
Q18254181,Smarcc1,27,ENSMUSG00000032481,20588,ENSMUSG00000032481,Mus musculus
Q18254182,Ighmbp2,27,ENSMUSG00000024831,20589,ENSMUSG00000024831,Mus musculus
Q18254184,Kdm5c,33,ENSMUSG00000025332,20591,ENSMUSG00000025332,Mus musculus
Q18254185,Kdm5d,31,ENSMUSG00000056673,20592,ENSMUSG00000056673,Mus musculus
Q18254186,Smn1,29,ENSMUSG00000021645,20595,ENSMUSG00000021645,Mus musculus
Q18254187,Smpd1,23,ENSMUSG00000037049,20597,ENSMUSG00000037049,Mus musculus
Q18254188,Smpd2,32,ENSMUSG00000019822,20598,ENSMUSG00000019822,Mus musculus
Q18254189,Smr3a,19,ENSMUSG00000029280,20599,ENSMUSG00000029280,Mus musculus
Q18254190,Smr2,27,ENSMUSG00000029281,20600,ENSMUSG00000029281,Mus musculus
Q14914610,Ncor2,65,ENSMUSG00000029478,20602,ENSMUSG00000029478,Mus musculus
Q18254192,Sms,25,ENSMUSG00000071708,20603,ENSMUSG00000071708,Mus musculus
Q14860837,Sst,20,ENSMUSG00000004366,20604,ENSMUSG00000004366,Mus musculus
Q18254194,Sstr1,21,ENSMUSG00000035431,20605,ENSMUSG00000035431,Mus musculus
Q18254195,Sstr2,24,ENSMUSG00000047904,20606,ENSMUSG00000047904,Mus musculus
Q18254196,Sstr3,24,ENSMUSG00000044933,20607,ENSMUSG00000044933,Mus musculus
Q18254197,Sstr4,20,ENSMUSG00000037014,20608,ENSMUSG00000037014,Mus musculus
Q18254198,Sstr5,21,ENSMUSG00000050824,20609,ENSMUSG00000050824,Mus musculus
Q18254199,Sumo3,33,ENSMUSG00000020265,20610,ENSMUSG00000020265,Mus musculus
Q18254200,Ssty1,18,ENSMUSG00000095267,20611,ENSMUSG00000095267,Mus musculus
Q18254201,Siglec1,24,ENSMUSG00000027322,20612,ENSMUSG00000027322,Mus musculus
Q18254202,Snai1,18,ENSMUSG00000042821,20613,ENSMUSG00000042821,Mus musculus
Q14900988,Snap25,28,ENSMUSG00000027273,20614,ENSMUSG00000027273,Mus musculus
Q18254204,Snapin,24,ENSMUSG00000001018,20615,ENSMUSG00000001018,Mus musculus
Q18254205,Snap91,53,ENSMUSG00000033419,20616,ENSMUSG00000033419,Mus musculus
Q14862269,Snca,22,ENSMUSG00000025889,20617,ENSMUSG00000025889,Mus musculus
Q15317291,Sncg,20,ENSMUSG00000023064,20618,ENSMUSG00000023064,Mus musculus
Q18254208,Snap23,33,ENSMUSG00000027287,20619,ENSMUSG00000027287,Mus musculus
Q18254209,Plk2,24,ENSMUSG00000021701,20620,ENSMUSG00000021701,Mus musculus
Q18254210,Snn,20,ENSMUSG00000037972,20621,ENSMUSG00000037972,Mus musculus
Q18254212,Snrk,38,ENSMUSG00000038145,20623,ENSMUSG00000038145,Mus musculus
Q18254213,Eftud2,36,ENSMUSG00000020929,20624,ENSMUSG00000020929,Mus musculus
Q18254214,Snrpc,14,,20630,ENSMUSG00000024217,Mus musculus
Q18254216,Snrp1c-ps2,9,,20632,ENSMUSG00000082558,Mus musculus
Q18254217,Snrnp70,41,ENSMUSG00000063511,20637,ENSMUSG00000063511,Mus musculus
Q18254218,Snrpb,22,ENSMUSG00000027404,20638,ENSMUSG00000027404,Mus musculus
Q18254219,Snrpb2,14,,20639,ENSMUSG00000008333,Mus musculus
Q18254220,Snrpd1,25,ENSMUSG00000002477,20641,ENSMUSG00000002477,Mus musculus
Q18254221,Snrpe,27,ENSMUSG00000090553,20643,ENSMUSG00000090553,Mus musculus
Q18254223,Snta1,21,ENSMUSG00000027488,20648,ENSMUSG00000027488,Mus musculus
Q18254224,Sntb1,24,ENSMUSG00000060429,20649,ENSMUSG00000060429,Mus musculus
Q18254225,Sntb2,14,,20650,ENSMUSG00000041308,Mus musculus
Q18254226,Soat1,30,ENSMUSG00000026600,20652,ENSMUSG00000026600,Mus musculus
Q15328141,Sod1,24,ENSMUSG00000022982,20655,ENSMUSG00000022982,Mus musculus
Q15335617,Sod2,30,ENSMUSG00000006818,20656,ENSMUSG00000006818,Mus musculus
Q18254230,Sod3,13,,20657,ENSMUSG00000072941,Mus musculus
Q18254231,Son,32,ENSMUSG00000022961,20658,ENSMUSG00000022961,Mus musculus
Q18254233,Sorl1,23,ENSMUSG00000049313,20660,ENSMUSG00000049313,Mus musculus
Q18254234,Sort1,27,ENSMUSG00000068747,20661,ENSMUSG00000068747,Mus musculus
Q14908124,Sos1,21,ENSMUSG00000024241,20662,ENSMUSG00000024241,Mus musculus
Q18254236,Sos2,26,ENSMUSG00000034801,20663,ENSMUSG00000034801,Mus musculus
Q18254237,Sox1,14,,20664,ENSMUSG00000096014,Mus musculus
Q18254238,Sox10,22,ENSMUSG00000033006,20665,ENSMUSG00000033006,Mus musculus
Q18254239,Sox11,19,ENSMUSG00000063632,20666,ENSMUSG00000063632,Mus musculus
Q18254240,Sox12,19,ENSMUSG00000051817,20667,ENSMUSG00000051817,Mus musculus
Q18254241,Sox13,26,ENSMUSG00000070643,20668,ENSMUSG00000070643,Mus musculus
Q18254242,Sox14,20,ENSMUSG00000053747,20669,ENSMUSG00000053747,Mus musculus
Q18254243,Sox15,18,ENSMUSG00000041287,20670,ENSMUSG00000041287,Mus musculus
Q18254244,Sox17,34,ENSMUSG00000025902,20671,ENSMUSG00000025902,Mus musculus
Q18254245,Sox18,20,ENSMUSG00000046470,20672,ENSMUSG00000046470,Mus musculus
Q18254247,Sox2,13,,20674,ENSMUSG00000074637,Mus musculus
Q18254248,Sox3,18,ENSMUSG00000045179,20675,ENSMUSG00000045179,Mus musculus
Q18254249,Sox4,20,ENSMUSG00000076431,20677,ENSMUSG00000076431,Mus musculus
Q18254250,Sox5,59,ENSMUSG00000041540,20678,ENSMUSG00000041540,Mus musculus
Q18254251,Sox6,65,ENSMUSG00000051910,20679,ENSMUSG00000051910,Mus musculus
Q18254252,Sox7,20,ENSMUSG00000063060,20680,ENSMUSG00000063060,Mus musculus
Q18254253,Sox8,22,ENSMUSG00000024176,20681,ENSMUSG00000024176,Mus musculus
Q18254254,Sox9,19,ENSMUSG00000000567,20682,ENSMUSG00000000567,Mus musculus
Q14888088,Sp1,25,ENSMUSG00000001280,20683,ENSMUSG00000001280,Mus musculus
Q18254256,Sp100,49,ENSMUSG00000026222,20684,ENSMUSG00000026222,Mus musculus
Q18254258,Spa17,23,ENSMUSG00000001948,20686,ENSMUSG00000001948,Mus musculus
Q18254259,Sp3,25,ENSMUSG00000027109,20687,ENSMUSG00000027109,Mus musculus
Q18254260,Sp4,23,ENSMUSG00000025323,20688,ENSMUSG00000025323,Mus musculus
Q18254261,Sall3,24,ENSMUSG00000024565,20689,ENSMUSG00000024565,Mus musculus
Q18254262,Spam1,23,ENSMUSG00000029682,20690,ENSMUSG00000029682,Mus musculus
Q14906163,Sparc,29,ENSMUSG00000018593,20692,ENSMUSG00000018593,Mus musculus
Q14913835,Sphk1,54,ENSMUSG00000061878,20698,ENSMUSG00000061878,Mus musculus
Q14861840,Serpina1a,15,,20700,ENSMUSG00000066366,Mus musculus
Q18254268,Serpina1b,23,ENSMUSG00000071178,20701,ENSMUSG00000071178,Mus musculus
Q18254269,Serpina1c,20,ENSMUSG00000079015,20702,ENSMUSG00000079015,Mus musculus
Q18254270,Serpina1d,22,ENSMUSG00000071177,20703,ENSMUSG00000071177,Mus musculus
Q18254271,Serpina1e,14,,20704,ENSMUSG00000072849,Mus musculus
Q18254272,Serpinb9b,19,ENSMUSG00000021403,20706,ENSMUSG00000021403,Mus musculus
Q18254273,Serpinb9c,21,ENSMUSG00000021404,20707,ENSMUSG00000021404,Mus musculus
Q18254274,Serpinb6b,22,ENSMUSG00000042842,20708,ENSMUSG00000042842,Mus musculus
Q18254275,Serpinb9f,18,ENSMUSG00000038327,20709,ENSMUSG00000038327,Mus musculus
Q18254276,Serpinb9e,18,ENSMUSG00000062342,20710,ENSMUSG00000062342,Mus musculus
Q18254279,Serpini1,16,,20713,ENSMUSG00000027834,Mus musculus
Q18254280,Serpina3k,12,,20714,ENSMUSG00000058207,Mus musculus
Q18254281,Serpina3g,14,,20715,ENSMUSG00000041481,Mus musculus
Q18295974,Slc22a19,23,ENSMUSG00000024757,207151,ENSMUSG00000024757,Mus musculus
Q14906372,Serpina3n,20,ENSMUSG00000021091,20716,ENSMUSG00000021091,Mus musculus
Q18295976,Bptf,47,ENSMUSG00000040481,207165,ENSMUSG00000040481,Mus musculus
Q18254283,Serpina3m,20,ENSMUSG00000079012,20717,ENSMUSG00000079012,Mus musculus
Q18295977,Cetn4,21,ENSMUSG00000045031,207175,ENSMUSG00000045031,Mus musculus
Q18295978,Rbms3,56,ENSMUSG00000039607,207181,ENSMUSG00000039607,Mus musculus
Q18295979,Ggt7,29,ENSMUSG00000027603,207182,ENSMUSG00000027603,Mus musculus
Q18254284,Serpinb6a,46,ENSMUSG00000060147,20719,ENSMUSG00000060147,Mus musculus
Q18254285,Serpine2,25,ENSMUSG00000026249,20720,ENSMUSG00000026249,Mus musculus
Q18295980,Ccdc154,30,ENSMUSG00000059562,207209,ENSMUSG00000059562,Mus musculus
Q18295981,Arhgef17,23,ENSMUSG00000032875,207212,ENSMUSG00000032875,Mus musculus
Q18295982,Tdpoz1,18,ENSMUSG00000094084,207213,ENSMUSG00000094084,Mus musculus
Q18295983,Larp4,34,ENSMUSG00000023025,207214,ENSMUSG00000023025,Mus musculus
Q18295984,Fbxo40,26,ENSMUSG00000047746,207215,ENSMUSG00000047746,Mus musculus
Q18295985,Rpl7l1-ps1,9,,207216,ENSMUSG00000081323,Mus musculus
Q18295986,Stxbp5l,41,ENSMUSG00000022829,207227,ENSMUSG00000022829,Mus musculus
Q18254286,Serpinb9,24,ENSMUSG00000045827,20723,ENSMUSG00000045827,Mus musculus
Q15320677,Serpinb5,23,ENSMUSG00000067006,20724,ENSMUSG00000067006,Mus musculus
Q18254288,Serpinb8,24,ENSMUSG00000026315,20725,ENSMUSG00000026315,Mus musculus
Q18295987,Zbtb7c,23,ENSMUSG00000044646,207259,ENSMUSG00000044646,Mus musculus
Q18254289,Serpinb9d,18,ENSMUSG00000054266,20726,ENSMUSG00000054266,Mus musculus
Q18295988,Fchsd2,36,ENSMUSG00000030691,207278,ENSMUSG00000030691,Mus musculus
Q18254290,Spic,14,,20728,ENSMUSG00000004359,Mus musculus
Q18254291,Spin1,29,ENSMUSG00000021395,20729,ENSMUSG00000021395,Mus musculus
Q18254292,Spink1,12,,20730,ENSMUSG00000024503,Mus musculus
Q18295989,Hectd1,30,ENSMUSG00000035247,207304,ENSMUSG00000035247,Mus musculus
Q18254293,Spink4,20,ENSMUSG00000028415,20731,ENSMUSG00000028415,Mus musculus
Q18254294,Spint1,26,ENSMUSG00000027315,20732,ENSMUSG00000027315,Mus musculus
Q18254295,Spint2,25,ENSMUSG00000074227,20733,ENSMUSG00000074227,Mus musculus
Q18295991,Sec23ip,25,ENSMUSG00000055319,207352,ENSMUSG00000055319,Mus musculus
Q14912111,Spn,26,ENSMUSG00000051457,20737,ENSMUSG00000051457,Mus musculus
Q18295992,Fam120c,16,,207375,ENSMUSG00000025262,Mus musculus
Q18254298,Spta1,21,ENSMUSG00000026532,20739,ENSMUSG00000026532,Mus musculus
Q18295994,Elfn2,25,ENSMUSG00000043460,207393,ENSMUSG00000043460,Mus musculus
Q18254299,Sptan1,48,ENSMUSG00000057738,20740,ENSMUSG00000057738,Mus musculus
Q18254300,Sptb,20,ENSMUSG00000021061,20741,ENSMUSG00000021061,Mus musculus
Q18254301,Sptbn1,35,ENSMUSG00000020315,20742,ENSMUSG00000020315,Mus musculus
Q18295995,Wdr11,31,ENSMUSG00000042055,207425,ENSMUSG00000042055,Mus musculus
Q18254302,Sptbn2,25,ENSMUSG00000067889,20743,ENSMUSG00000067889,Mus musculus
Q18254303,Strbp,55,ENSMUSG00000026915,20744,ENSMUSG00000026915,Mus musculus
Q18254304,Spock1,28,ENSMUSG00000056222,20745,ENSMUSG00000056222,Mus musculus
Q18254305,Spop,26,ENSMUSG00000057522,20747,ENSMUSG00000057522,Mus musculus
Q18295996,Kctd12b,21,ENSMUSG00000041633,207474,ENSMUSG00000041633,Mus musculus
Q18295997,Baiap2l2,30,ENSMUSG00000018126,207495,ENSMUSG00000018126,Mus musculus
Q14876616,Spp1,28,ENSMUSG00000029304,20750,ENSMUSG00000029304,Mus musculus
Q15331006,Spr,24,ENSMUSG00000033735,20751,ENSMUSG00000033735,Mus musculus
Q18295998,Dtx4,22,ENSMUSG00000039982,207521,ENSMUSG00000039982,Mus musculus
Q18254308,Sprr1a,18,ENSMUSG00000050359,20753,ENSMUSG00000050359,Mus musculus
Q18254309,Sprr1b,19,ENSMUSG00000048455,20754,ENSMUSG00000048455,Mus musculus
Q18254310,Sprr2a1,12,,20755,ENSMUSG00000078664,Mus musculus
Q18254311,Sprr2b,11,,20756,ENSMUSG00000050092,Mus musculus
Q18295999,Camkk2,42,ENSMUSG00000029471,207565,ENSMUSG00000029471,Mus musculus
Q18254312,Sprr2c-ps,9,,20757,ENSMUSG00000103221,Mus musculus
Q18254313,Sprr2d,16,ENSMUSG00000042212,20758,ENSMUSG00000042212,Mus musculus
Q18254314,Sprr2e,16,ENSMUSG00000055030,20759,ENSMUSG00000055030,Mus musculus
Q18296000,Tbc1d16,28,ENSMUSG00000039976,207592,ENSMUSG00000039976,Mus musculus
Q18296001,Thsd4,28,ENSMUSG00000032289,207596,ENSMUSG00000032289,Mus musculus
Q18254315,Sprr2f,16,ENSMUSG00000050635,20760,ENSMUSG00000050635,Mus musculus
Q18296002,Ccdc40,33,ENSMUSG00000039963,207607,ENSMUSG00000039963,Mus musculus
Q18254316,Sprr2g,10,,20761,ENSMUSG00000046203,Mus musculus
Q18296003,Wdr37,45,ENSMUSG00000021147,207615,ENSMUSG00000021147,Mus musculus
Q18296004,Zfp804b,12,,207618,ENSMUSG00000092094,Mus musculus
Q18254317,Sprr2h,17,ENSMUSG00000046259,20762,ENSMUSG00000046259,Mus musculus
Q18254318,Sprr2i,16,ENSMUSG00000042157,20763,ENSMUSG00000042157,Mus musculus
Q18254319,Sprr2j-ps,10,,20764,ENSMUSG00000027925,Mus musculus
Q18254320,Sprr2k,16,ENSMUSG00000054215,20765,ENSMUSG00000054215,Mus musculus
Q18254321,Sprr3,19,ENSMUSG00000045539,20766,ENSMUSG00000045539,Mus musculus
Q18296005,Skor1,27,ENSMUSG00000022245,207667,ENSMUSG00000022245,Mus musculus
Q18254323,Sephs2,20,ENSMUSG00000049091,20768,ENSMUSG00000049091,Mus musculus
Q18296006,Igsf11,25,ENSMUSG00000022790,207683,ENSMUSG00000022790,Mus musculus
Q18296007,Cfap69,32,ENSMUSG00000040473,207686,ENSMUSG00000040473,Mus musculus
Q18254324,Mucl2,18,ENSMUSG00000036925,20770,ENSMUSG00000036925,Mus musculus
Q18296008,Gtpbp10,34,ENSMUSG00000040464,207704,ENSMUSG00000040464,Mus musculus
Q18254325,Mucl1,13,,20771,ENSMUSG00000060311,Mus musculus
Q18296009,Pde2a,33,ENSMUSG00000030653,207728,ENSMUSG00000110195,Mus musculus
Q18254326,Sptlc2,26,ENSMUSG00000021036,20773,ENSMUSG00000021036,Mus musculus
Q18296010,Ubald1,16,,207740,ENSMUSG00000039568,Mus musculus
Q18296011,Rnf43,28,ENSMUSG00000034177,207742,ENSMUSG00000034177,Mus musculus
Q14912991,Sqle,23,ENSMUSG00000022351,20775,ENSMUSG00000022351,Mus musculus
Q18254328,Tmie,25,ENSMUSG00000049555,20776,ENSMUSG00000049555,Mus musculus
Q18254329,Scarb1,36,ENSMUSG00000037936,20778,ENSMUSG00000037936,Mus musculus
Q18296013,C2cd2,34,ENSMUSG00000045975,207781,ENSMUSG00000045975,Mus musculus
Q18296014,Csrnp2,21,ENSMUSG00000044636,207785,ENSMUSG00000044636,Mus musculus
Q18254330,Src,34,ENSMUSG00000027646,20779,ENSMUSG00000027646,Mus musculus
Q18296016,Gramd1c,28,ENSMUSG00000036292,207798,ENSMUSG00000036292,Mus musculus
Q18296017,Usf3,25,ENSMUSG00000068284,207806,ENSMUSG00000068284,Mus musculus
Q18296018,Smagp,29,ENSMUSG00000053559,207818,ENSMUSG00000053559,Mus musculus
Q18296020,Galnt6,25,ENSMUSG00000037280,207839,ENSMUSG00000037280,Mus musculus
Q18296021,Fmr1nb,22,ENSMUSG00000062170,207854,ENSMUSG00000062170,Mus musculus
Q18254333,Srebf1,37,ENSMUSG00000020538,20787,ENSMUSG00000020538,Mus musculus
Q18254334,Srebf2,26,ENSMUSG00000022463,20788,ENSMUSG00000022463,Mus musculus
Q18296022,Mchr1,20,ENSMUSG00000050164,207911,ENSMUSG00000050164,Mus musculus
Q18296023,Esrp1,32,ENSMUSG00000040728,207920,ENSMUSG00000040728,Mus musculus
Q18296024,Fam228b,46,ENSMUSG00000050545,207921,ENSMUSG00000050545,Mus musculus
Q18296025,Urb1,25,ENSMUSG00000039929,207932,ENSMUSG00000039929,Mus musculus
Q18296027,Klhl25,27,ENSMUSG00000055652,207952,ENSMUSG00000055652,Mus musculus
Q18296028,Alg11,29,ENSMUSG00000063362,207958,ENSMUSG00000063362,Mus musculus
Q24346447,Vcpkmt,27,ENSMUSG00000049882,207965,ENSMUSG00000049882,Mus musculus
Q18296030,Setd1b,26,ENSMUSG00000038384,208043,ENSMUSG00000038384,Mus musculus
Q18254335,Srf,24,ENSMUSG00000015605,20807,ENSMUSG00000015605,Mus musculus
Q18296032,Pknox2,40,ENSMUSG00000035934,208076,ENSMUSG00000035934,Mus musculus
Q18296034,Ubap1l,25,ENSMUSG00000086228,208080,ENSMUSG00000086228,Mus musculus
Q18296035,Pif1,44,ENSMUSG00000041064,208084,ENSMUSG00000041064,Mus musculus
Q18296036,Chmp6,28,ENSMUSG00000025371,208092,ENSMUSG00000025371,Mus musculus
Q18296037,Panx3,22,ENSMUSG00000011118,208098,ENSMUSG00000011118,Mus musculus
Q18254336,Srm,25,ENSMUSG00000006442,20810,ENSMUSG00000006442,Mus musculus
Q18296038,Mlxip,25,ENSMUSG00000038342,208104,ENSMUSG00000038342,Mus musculus
Q18254337,Srms,20,ENSMUSG00000027579,20811,ENSMUSG00000027579,Mus musculus
Q18296040,Aph1b,21,ENSMUSG00000032375,208117,ENSMUSG00000032375,Mus musculus
Q18254339,Srp14,22,ENSMUSG00000009549,20813,ENSMUSG00000009549,Mus musculus
Q18296041,Dhx37,27,ENSMUSG00000029480,208144,ENSMUSG00000029480,Mus musculus
Q18296042,Yeats2,47,ENSMUSG00000041215,208146,ENSMUSG00000041215,Mus musculus
Q18254340,Srpk1,36,ENSMUSG00000004865,20815,ENSMUSG00000004865,Mus musculus
Q18296043,Tmem132b,12,,208151,ENSMUSG00000070498,Mus musculus
Q18296044,Btla,24,ENSMUSG00000052013,208154,ENSMUSG00000052013,Mus musculus
Q18296045,Map6d1,19,ENSMUSG00000041205,208158,ENSMUSG00000041205,Mus musculus
Q18296046,Fam180a,20,ENSMUSG00000047420,208164,ENSMUSG00000047420,Mus musculus
Q18296048,Slc9c1,24,ENSMUSG00000033210,208169,ENSMUSG00000033210,Mus musculus
Q18254341,Srpk2,56,ENSMUSG00000062604,20817,ENSMUSG00000062604,Mus musculus
Q18296049,Tmprss7,36,ENSMUSG00000033177,208171,ENSMUSG00000033177,Mus musculus
Q18296050,Phldb2,46,ENSMUSG00000033149,208177,ENSMUSG00000033149,Mus musculus
Q18254342,Srprb,24,ENSMUSG00000032553,20818,ENSMUSG00000032553,Mus musculus
Q14914302,Ghsr,21,ENSMUSG00000051136,208188,ENSMUSG00000051136,Mus musculus
Q18296052,Exog,28,ENSMUSG00000042787,208194,ENSMUSG00000042787,Mus musculus
Q18296053,Btbd2,27,ENSMUSG00000003344,208198,ENSMUSG00000003344,Mus musculus
Q18254344,Trim21,23,ENSMUSG00000030966,20821,ENSMUSG00000030966,Mus musculus
Q18296054,Alg1,27,ENSMUSG00000039427,208211,ENSMUSG00000039427,Mus musculus
Q18296055,Tmem132c,24,ENSMUSG00000034324,208213,ENSMUSG00000034324,Mus musculus
Q18296056,Mob3a,25,ENSMUSG00000003348,208228,ENSMUSG00000003348,Mus musculus
Q18254346,Ssb,29,ENSMUSG00000068882,20823,ENSMUSG00000068882,Mus musculus
Q18296057,Akp-ps1,9,,208256,ENSMUSG00000101940,Mus musculus
Q18296058,Ankrd33,30,ENSMUSG00000047034,208258,ENSMUSG00000047034,Mus musculus
Q18254347,Snu13,18,,20826,ENSMUSG00000063480,Mus musculus
Q18296059,Tor1aip1,31,ENSMUSG00000026466,208263,ENSMUSG00000026466,Mus musculus
Q18296060,Dot1l,32,ENSMUSG00000061589,208266,ENSMUSG00000061589,Mus musculus
Q18296061,Cyp4f17,28,ENSMUSG00000091586,208285,ENSMUSG00000091586,Mus musculus
Q18296062,Zfp871,12,,208292,ENSMUSG00000024298,Mus musculus
Q18254349,Ssr4,31,ENSMUSG00000002014,20832,ENSMUSG00000002014,Mus musculus
Q18254350,Ssrp1,33,ENSMUSG00000027067,20833,ENSMUSG00000027067,Mus musculus
Q18254351,Znrf4,19,ENSMUSG00000044526,20834,ENSMUSG00000044526,Mus musculus
Q18296064,Rpp40,25,ENSMUSG00000021418,208366,ENSMUSG00000021418,Mus musculus
Q18296065,Asb18,18,,208372,ENSMUSG00000067081,Mus musculus
Q18254353,Stac,23,ENSMUSG00000032502,20840,ENSMUSG00000032502,Mus musculus
Q18254354,Zfp143,27,ENSMUSG00000061079,20841,ENSMUSG00000061079,Mus musculus
Q18254355,Stag1,46,ENSMUSG00000037286,20842,ENSMUSG00000037286,Mus musculus
Q18296067,Iqcj,18,ENSMUSG00000051777,208426,ENSMUSG00000051777,Mus musculus
Q18296068,Rpl19-ps12,9,,208428,ENSMUSG00000082109,Mus musculus
Q18254356,Stag2,40,ENSMUSG00000025862,20843,ENSMUSG00000025862,Mus musculus
Q18296069,Shroom4,25,ENSMUSG00000068270,208431,ENSMUSG00000068270,Mus musculus
Q18296070,Klhl29,21,ENSMUSG00000020627,208439,ENSMUSG00000020627,Mus musculus
Q18254357,Stam,16,,20844,ENSMUSG00000026718,Mus musculus
Q18296071,Dip2c,27,ENSMUSG00000048264,208440,ENSMUSG00000048264,Mus musculus
Q18296072,Sgms1,49,ENSMUSG00000040451,208449,ENSMUSG00000040451,Mus musculus
Q18254358,Star,20,ENSMUSG00000031574,20845,ENSMUSG00000031574,Mus musculus
Q14912031,Stat1,38,ENSMUSG00000026104,20846,ENSMUSG00000026104,Mus musculus
Q18254360,Stat2,25,ENSMUSG00000040033,20847,ENSMUSG00000040033,Mus musculus
Q14912020,Stat3,35,ENSMUSG00000004040,20848,ENSMUSG00000004040,Mus musculus
Q14914619,Stat4,26,ENSMUSG00000062939,20849,ENSMUSG00000062939,Mus musculus
Q18254363,Stat5a,28,ENSMUSG00000004043,20850,ENSMUSG00000004043,Mus musculus
Q18254364,Stat5b,27,ENSMUSG00000020919,20851,ENSMUSG00000020919,Mus musculus
Q18296074,Cep78,28,ENSMUSG00000041491,208518,ENSMUSG00000041491,Mus musculus
Q14914614,Stat6,24,ENSMUSG00000002147,20852,ENSMUSG00000002147,Mus musculus
Q18254366,Stau1,36,ENSMUSG00000039536,20853,ENSMUSG00000039536,Mus musculus
Q18254368,Stc1,12,,20855,ENSMUSG00000014813,Mus musculus
Q18254369,Stc2,23,ENSMUSG00000020303,20856,ENSMUSG00000020303,Mus musculus
Q18296076,Nek11,35,ENSMUSG00000035032,208583,ENSMUSG00000035032,Mus musculus
Q18254370,Sult2a1,20,ENSMUSG00000078798,20859,ENSMUSG00000078798,Mus musculus
Q18296077,Mterf1b,19,ENSMUSG00000053178,208595,ENSMUSG00000053178,Mus musculus
Q18254371,Sult1e1,20,ENSMUSG00000029272,20860,ENSMUSG00000029272,Mus musculus
Q18296078,Rsrc2,55,ENSMUSG00000029422,208606,ENSMUSG00000029422,Mus musculus
Q18254372,Stfa1,18,ENSMUSG00000071562,20861,ENSMUSG00000071562,Mus musculus
Q18296079,Tmem212,21,ENSMUSG00000043164,208613,ENSMUSG00000043164,Mus musculus
Q18296080,Etl4,63,ENSMUSG00000036617,208618,ENSMUSG00000036617,Mus musculus
Q18254373,Stfa2,20,ENSMUSG00000022902,20862,ENSMUSG00000022902,Mus musculus
Q18296081,Alg3,43,ENSMUSG00000033809,208624,ENSMUSG00000033809,Mus musculus
Q18296082,Kntc1,32,ENSMUSG00000029414,208628,ENSMUSG00000029414,Mus musculus
Q18254374,Stfa3,18,ENSMUSG00000054905,20863,ENSMUSG00000054905,Mus musculus
Q18254374,Stfa3,18,ENSMUSG00000054905,20863,ENSMUSG00000071561,Mus musculus
Q18296083,Tspan10,14,,208634,ENSMUSG00000039691,Mus musculus
Q18296084,Slc25a38,35,ENSMUSG00000032519,208638,ENSMUSG00000032519,Mus musculus
Q18296085,Eif4g1,61,ENSMUSG00000045983,208643,ENSMUSG00000045983,Mus musculus
