,official gene symbol,cell type (general),cell type id (human),gene id
498,ACTA2,Hepatic stellate cells,Q101404946,Q17709258
499,ACTA2,Juxtaglomerular cells,Q101404858,Q17709258
500,ACTA2,Mesangial cells,Q101405121,Q17709258
501,ACTA2,Myoepithelial cells,Q101404924,Q17709258
502,ACTA2,Myofibroblasts,Q101404949,Q17709258
503,ACTA2,Pericytes,Q101405045,Q17709258
504,ACTA2,Smooth muscle cells,Q101404901,Q17709258
505,ACTA2,Vascular smooth muscle cells,Q101404937,Q17709258
506,FOXF1,Airway smooth muscle cells,Q101405111,Q17928666
507,FOXF1,Endothelial cells,Q101404908,Q17928666
508,FOXF1,Fibroblasts,Q101404861,Q17928666
509,FOXF1,Hepatic stellate cells,Q101404946,Q17928666
510,GATA5,Airway smooth muscle cells,Q101405111,Q18050849
511,GATA5,Myocytes,Q101404903,Q18050849
512,GCG,Alpha cells,Q101404914,Q14821391
513,GCG,Enteroendocrine cells,Q101404935,Q14821391
514,TTR,Alpha cells,Q101404914,Q14864353
515,TTR,Choroid plexus cells,Q101404896,Q14864353
516,TTR,Epithelial cells,Q101404948,Q14864353
517,TTR,Hepatocytes,Q101405101,Q14864353
518,GLP1R,Alpha cells,Q101404914,Q14909910
519,GLP1R,Enteroendocrine cells,Q101404935,Q14909910
520,ARX,Alpha cells,Q101404914,Q15319726
521,ARX,Enteroendocrine cells,Q101404935,Q15319726
522,ARX,Epsilon cells,Q101404922,Q15319726
523,ARX,Gamma (PP) cells,Q101405057,Q15319726
524,ARX,Interneurons,Q101405035,Q15319726
525,ARX,Neural stem/precursor cells,Q101405041,Q15319726
526,ARX,Pancreatic progenitor cells,Q101405063,Q15319726
527,POU3F4,Alpha cells,Q101404914,Q18030670
528,POU3F4,Neural stem/precursor cells,Q101405041,Q18030670
529,NKX2-2,Alpha cells,Q101404914,Q18030163
530,NKX2-2,Beta cells,Q101405087,Q18030163
531,NKX2-2,Enteroendocrine cells,Q101404935,Q18030163
532,NKX2-2,Epsilon cells,Q101404922,Q18030163
533,NKX2-2,Neuroendocrine cells,Q101405206,Q18030163
534,NKX2-2,Pancreatic progenitor cells,Q101405063,Q18030163
535,RESP18,Alpha cells,Q101404914,Q18056598
536,RESP18,Delta cells,Q101404889,Q18056598
537,RESP18,Neurons,Q101405104,Q18056598
538,PYY,Alpha cells,Q101404914,Q14904559
539,PYY,Enteroendocrine cells,Q101404935,Q14904559
540,PCSK2,Alpha cells,Q101404914,Q14902484
541,PCSK2,Beta cells,Q101405087,Q14902484
542,PCSK2,Interneurons,Q101405035,Q14902484
543,PCSK2,Neurons,Q101405104,Q14902484
544,SLC38A5,Alpha cells,Q101404914,Q18048663
545,SLC38A5,Endothelial cells,Q101404908,Q18048663
546,SLC38A5,Müller cells,Q101405096,Q18048663
547,SLC38A5,Müller cells,Q101405097,Q18048663
548,TM4SF4,Alpha cells,Q101404914,Q18032016
549,TM4SF4,Enteric neurons,Q101404906,Q18032016
550,TM4SF4,Hepatocytes,Q101405101,Q18032016
551,CRYBA2,Alpha cells,Q101404914,Q17910087
552,NKX6-1,Alpha cells,Q101404914,Q18030165
553,NKX6-1,Beta cells,Q101405087,Q18030165
554,NKX6-1,Motor neurons,Q101404862,Q18030165
555,NKX6-1,Neuroblasts,Q101405031,Q18030165
556,KCNK16,Alpha cells,Q101404914,Q18047274
557,KCNK16,Delta cells,Q101404889,Q18047274
558,PCSK1,Alpha cells,Q101404914,Q14876709
559,PCSK1,Anterior pituitary gland cells,Q101405034,Q14876709
560,PCSK1,Beta cells,Q101405087,Q14876709
561,PCSK1,Delta cells,Q101404889,Q14876709
562,PCSK1,Enteroendocrine cells,Q101404935,Q14876709
563,PRRG2,Alpha cells,Q101404914,Q18030819
564,IRX2,Alpha cells,Q101404914,Q18052238
565,IRX2,Loop of Henle cells,Q101405109,Q18052238
566,ALDH1A1,Alpha cells,Q101404914,Q17816656
567,ALDH1A1,Enteric glia cells,Q101405119,Q17816656
568,ALDH1A1,Hematopoietic stem cells,Q101405052,Q17816656
569,ALDH1A1,Leydig cells,Q101405116,Q17816656
570,PEMT,Alpha cells,Q101404914,Q14911536
571,CHGA,Alpha cells,Q101404914,Q14909191
572,CHGA,Anterior pituitary gland cells,Q101405034,Q14909191
573,CHGA,Chromaffin cells,Q101404868,Q14909191
574,CHGA,Enteroendocrine cells,Q101404935,Q14909191
575,CHGA,Merkel cells,Q101404933,Q14909191
576,CHGA,Photoreceptor cells,Q101404878,Q14909191
577,CHGA,Photoreceptor cells,Q101404879,Q14909191
578,SMIM24,Alpha cells,Q101404914,Q18054326
579,SMIM24,Germ cells,Q101404931,Q18054326
580,F10,Alpha cells,Q101404914,Q14865111
581,SCGN,Alpha cells,Q101404914,Q18035510
582,SCGN,Beta cells,Q101405087,Q18035510
583,SCGN,Delta cells,Q101404889,Q18035510
584,SCGN,Enteroendocrine cells,Q101404935,Q18035510
585,SCGN,Gamma (PP) cells,Q101405057,Q18035510
586,SCGN,Neuroblasts,Q101405031,Q18035510
587,SLC30A8,Alpha cells,Q101404914,Q14907990
588,SLC30A8,Beta cells,Q101405087,Q14907990
589,SH3GL2,Alpha cells,Q101404914,Q18031477
590,SH3GL2,Beta cells,Q101405087,Q18031477
591,SCGB2A1,Alpha cells,Q101404914,Q18029075
592,SCGB2A1,Beta cells,Q101405087,Q18029075
593,SCGB2A1,Gamma (PP) cells,Q101405057,Q18029075
594,FAP,Alpha cells,Q101404914,Q5446452
595,FAP,Fibroblasts,Q101404861,Q5446452
596,FAP,Hepatic stellate cells,Q101404946,Q5446452
597,FAP,Stromal cells,Q101404941,Q5446452
598,DPP4,Alpha cells,Q101404914,Q14904803
599,DPP4,Dendritic cells,Q101404869,Q14904803
600,DPP4,Endothelial cells,Q101404908,Q14904803
601,DPP4,Enterocytes,Q101405073,Q14904803
602,DPP4,Mesothelial cells,Q101405100,Q14904803
603,DPP4,NK cells,Q101404899,Q14904803
604,DPP4,Podocytes,Q101405039,Q14904803
605,DPP4,Proximal tubule cells,Q101404885,Q14904803
606,DPP4,T helper cells,Q101423298,Q14904803
607,DPP4,T helper cells,Q101404876,Q14904803
608,GPR119,Alpha cells,Q101404914,Q18050789
609,GPR119,Enteroendocrine cells,Q101404935,Q18050789
610,MAFB,Alpha cells,Q101404914,Q18034893
611,MAFB,Beta cells,Q101405087,Q18034893
612,MAFB,Leydig cells,Q101405116,Q18034893
613,MAFB,Microglia,Q101404888,Q18034893
614,MAFB,Podocytes,Q101405039,Q18034893
615,MAFB,Sertoli cells,Q101404909,Q18034893
616,PAX6,Alpha cells,Q101404914,Q14916213
617,PAX6,Beta cells,Q101405087,Q14916213
618,PAX6,Enteroendocrine cells,Q101404935,Q14916213
619,PAX6,Gamma (PP) cells,Q101405057,Q14916213
620,PAX6,Immature neurons,Q101405067,Q14916213
621,PAX6,Interneurons,Q101405035,Q14916213
622,PAX6,Radial glia cells,Q101404897,Q14916213
623,PAX6,Retinal progenitor cells,Q101404912,Q14916213
624,NEUROD1,Alpha cells,Q101404914,Q18030053
625,NEUROD1,Beta cells,Q101405087,Q18030053
626,NEUROD1,Enteroendocrine cells,Q101404935,Q18030053
627,NEUROD1,Gamma (PP) cells,Q101405057,Q18030053
628,NEUROD1,Immature neurons,Q101405067,Q18030053
629,NEUROD1,Neural stem/precursor cells,Q101405041,Q18030053
630,NEUROD1,Neuroblasts,Q101405031,Q18030053
631,NEUROD1,Pinealocytes,Q101404890,Q18030053
632,LOXL4,Alpha cells,Q101404914,Q18047442
633,PLCE1,Alpha cells,Q101404914,Q18040087
634,PLCE1,Enteric neurons,Q101404906,Q18040087
635,PLCE1,Podocytes,Q101405039,Q18040087
636,GC,Alpha cells,Q101404914,Q18025586
637,GC,Hepatocytes,Q101405101,Q18025586
638,GC,Proximal tubule cells,Q101404885,Q18025586
639,KLHL41,Alpha cells,Q101404914,Q18035296
640,FEV,Alpha cells,Q101404914,Q18041220
641,PTGER3,Alpha cells,Q101404914,Q18030898
642,RFX6,Alpha cells,Q101404914,Q18053565
643,SMARCA1,Alpha cells,Q101404914,Q18031592
644,SMARCA1,Mast cells,Q101404923,Q18031592
645,SMARCA1,Pulmonary alveolar type I cells,Q101405061,Q18031592
646,PGR,Alpha cells,Q101404914,Q14872994
647,PGR,Epithelial cells,Q101404948,Q14872994
648,PGR,Luminal epithelial cells,Q101404886,Q14872994
649,LDB2,Alpha cells,Q101404914,Q18033809
650,IRX1,Alpha cells,Q101404914,Q18046059
651,IRX1,Pulmonary alveolar type II cells,Q101404950,Q18046059
652,UCP2,Alpha cells,Q101404914,Q18032275
653,UCP2,Delta cells,Q101404889,Q18032275
654,UCP2,Erythroid-like and erythroid precursor cells,Q101404957,Q18032275
655,UCP2,Fibroblasts,Q101404861,Q18032275
656,UCP2,Hepatocytes,Q101405101,Q18032275
657,UCP2,Macrophages,Q101405081,Q18032275
658,UCP2,Microglia,Q101404888,Q18032275
659,UCP2,Thymocytes,Q101405038,Q18032275
660,FXYD5,Alpha cells,Q101404914,Q18040683
661,RGS4,Alpha cells,Q101404914,Q18253738
662,GLS,Alpha cells,Q101404914,Q18026162
663,GLS,Enterocytes,Q101405073,Q18026162
664,GLS,Glutaminergic neurons,Q101404918,Q18026162
665,GLS,Photoreceptor cells,Q101404878,Q18026162
666,GLS,Photoreceptor cells,Q101404879,Q18026162
667,PLET1,Alveolar macrophages,Q101405064,Q18055811
668,IL1B,Alveolar macrophages,Q101405064,Q14916410
669,IL1B,Kupffer cells,Q101405068,Q14916410
670,IL1B,Macrophages,Q101405081,Q14916410
671,IL1B,Monocytes,Q101405036,Q14916410
672,IL1B,Neutrophils,Q101405102,Q14916410
673,IL1B,Pulmonary alveolar type II cells,Q101404950,Q14916410
674,CCL3,Alveolar macrophages,Q101405064,Q14907547
675,CCL3,Basophils,Q101405089,Q14907547
676,CCL3,Macrophages,Q101405081,Q14907547
677,CCL3,Microglia,Q101404888,Q14907547
678,CCL3,Monocytes,Q101405036,Q14907547
679,CCL3,Neutrophils,Q101405102,Q14907547
680,CCL3,NK cells,Q101404899,Q14907547
681,CCL3,Osteoclasts,Q101404928,Q14907547
682,CCL3,T cells,Q101405075,Q14907547
683,G0S2,Alveolar macrophages,Q101405064,Q18039808
684,G0S2,Enterocytes,Q101405073,Q18039808
685,G0S2,Hematopoietic stem cells,Q101405052,Q18039808
686,G0S2,Hepatocytes,Q101405101,Q18039808
687,CXCL2,Alveolar macrophages,Q101405064,Q18026559
688,CXCL2,Ductal cells,Q101404956,Q18026559
689,CXCL2,Macrophages,Q101405081,Q18026559
690,CXCL2,Neutrophils,Q101405102,Q18026559
691,CXCL2,Pulmonary alveolar type II cells,Q101404950,Q18026559
692,MCEMP1,Alveolar macrophages,Q101405064,Q18053123
693,MCEMP1,Mast cells,Q101404923,Q18053123
694,KLHDC4,Alveolar macrophages,Q101405064,Q18041235
695,GDA,Alveolar macrophages,Q101405064,Q408846
696,GDA,Interneurons,Q101405035,Q408846
697,CLEC7A,Alveolar macrophages,Q101405064,Q18045689
698,CLEC7A,Dendritic cells,Q101404869,Q18045689
699,CLEC7A,Macrophages,Q101405081,Q18045689
700,CLEC7A,Monocytes,Q101405036,Q18045689
701,ITGAX,Alveolar macrophages,Q101405064,Q14904987
702,ITGAX,Basophils,Q101405089,Q14904987
703,ITGAX,Dendritic cells,Q101404869,Q14904987
704,ITGAX,Macrophages,Q101405081,Q14904987
705,ITGAX,Microglia,Q101404888,Q14904987
706,ITGAX,Monocytes,Q101405036,Q14904987
707,ITGAX,Neutrophils,Q101405102,Q14904987
708,ITGAX,NK cells,Q101404899,Q14904987
709,TNFAIP2,Alveolar macrophages,Q101405064,Q18032041
710,TNFAIP2,Microfold cells,Q101404934,Q18032041
711,CD36,Alveolar macrophages,Q101405064,Q14864573
712,CD36,Cardiomyocytes,Q101405077,Q14864573
713,CD36,Endothelial cells,Q101404908,Q14864573
714,CD36,Enterocytes,Q101405073,Q14864573
715,CD36,Erythroid-like and erythroid precursor cells,Q101404957,Q14864573
716,CD36,Macrophages,Q101405081,Q14864573
717,CD36,Monocytes,Q101405036,Q14864573
718,CD36,Platelets,Q101404882,Q14864573
719,CD36,Pulmonary alveolar type II cells,Q101404950,Q14864573
720,CD36,Reticulocytes,Q101405122,Q14864573
721,GAL,Alveolar macrophages,Q101405064,Q14904948
722,GAL,Embryonic stem cells,Q101405112,Q14904948
723,GAL,Enteric neurons,Q101404906,Q14904948
724,GAL,Enteroendocrine cells,Q101404935,Q14904948
725,GAL,Interneurons,Q101405035,Q14904948
726,GAL,Satellite cells,Q101404953,Q14904948
727,GPNMB,Alveolar macrophages,Q101405064,Q18035399
728,GPNMB,Langerhans cells,Q101405080,Q18035399
729,GPNMB,Macrophages,Q101405081,Q18035399
730,GPNMB,Melanocytes,Q101404894,Q18035399
731,MRC1,Alveolar macrophages,Q101405064,Q18029278
732,MRC1,Macrophages,Q101405081,Q18029278
733,MRC1,Mesangial cells,Q101405121,Q18029278
734,MRC1,Monocytes,Q101405036,Q18029278
735,MRC1,Myocytes,Q101404903,Q18029278
736,MARCO,Alveolar macrophages,Q101405064,Q18033213
737,MARCO,Kupffer cells,Q101405068,Q18033213
738,CSF2RB,Alveolar macrophages,Q101405064,Q17910399
739,CSF2RB,Mast cells,Q101404923,Q17910399
740,MPP1,Alveolar macrophages,Q101405064,Q18029263
741,TRIM25,Alveolar macrophages,Q101405064,Q18032510
742,OLR1,Alveolar macrophages,Q101405064,Q18030273
743,S100A4,Alveolar macrophages,Q101405064,Q18031350
744,S100A4,Dendritic cells,Q101404869,Q18031350
745,S100A4,Fibroblasts,Q101404861,Q18031350
746,S100A4,Macrophages,Q101405081,Q18031350
747,S100A4,Monocytes,Q101405036,Q18031350
748,S100A4,Myeloid-derived suppressor cells,Q101062473,Q18031350
749,S100A4,Myeloid-derived suppressor cells,Q101404944,Q18031350
750,S100A4,Neutrophils,Q101405102,Q18031350
751,S100A4,NK cells,Q101404899,Q18031350
752,S100A4,T cells,Q101405075,Q18031350
753,GNGT2,Alveolar macrophages,Q101405064,Q18026280
754,GNGT2,Pinealocytes,Q101404890,Q18026280
755,AGA,Anterior pituitary gland cells,Q101405034,Q18247637
756,ANGPT1,Anterior pituitary gland cells,Q101405034,Q14912176
757,ANGPT1,Hematopoietic stem cells,Q101405052,Q14912176
758,ANGPT1,Pericytes,Q101405045,Q14912176
759,ANGPT1,Platelets,Q101404882,Q14912176
760,ANGPT1,Pulmonary vascular smooth muscle cells,Q101404955,Q14912176
761,ANGPT1,Smooth muscle cells,Q101404901,Q14912176
762,CPEB4,Anterior pituitary gland cells,Q101405034,Q18046702
763,IGSF1,Anterior pituitary gland cells,Q101405034,Q18027802
764,NKTR,Anterior pituitary gland cells,Q101405034,Q18030161
765,NUCB2,Anterior pituitary gland cells,Q101405034,Q18030234
766,NUCB2,Enteroendocrine cells,Q101404935,Q18030234
767,PITX2,Anterior pituitary gland cells,Q101405034,Q18030562
768,PITX2,Embryonic stem cells,Q101405112,Q18030562
769,PITX2,Hematopoietic stem cells,Q101405052,Q18030562
770,PITX2,Interneurons,Q101405035,Q18030562
771,PITX2,Neural stem/precursor cells,Q101405041,Q18030562
772,POU1F1,Anterior pituitary gland cells,Q101405034,Q14908190
773,PRL,Anterior pituitary gland cells,Q101405034,Q21163349
774,PRL,Decidual cells,Q101404881,Q21163349
775,RAB27A,Anterior pituitary gland cells,Q101405034,Q18030999
776,RCN3,Anterior pituitary gland cells,Q101405034,Q18043008
777,SEZ6L2,Anterior pituitary gland cells,Q101405034,Q18038244
778,SIX6,Anterior pituitary gland cells,Q101405034,Q18030284
779,SIX6,Retinal ganglion cells,Q101405117,Q18030284
780,SIX6,Retinal progenitor cells,Q101404912,Q18030284
781,TBRG1,Anterior pituitary gland cells,Q101405034,Q18047857
782,TMEM130,Anterior pituitary gland cells,Q101405034,Q18053581
783,TMEM130,Neurons,Q101405104,Q18053581
784,POMC,Anterior pituitary gland cells,Q101405034,Q14819793
785,POMC,Immature neurons,Q101405067,Q14819793
786,POMC,Melanocytes,Q101404894,Q14819793
787,GMPPA,Anterior pituitary gland cells,Q101405034,Q18039700
788,GNB3,Anterior pituitary gland cells,Q101405034,Q18026254
789,GNB3,Photoreceptor cells,Q101404878,Q18026254
790,GNB3,Photoreceptor cells,Q101404879,Q18026254
791,HEPACAM2,Anterior pituitary gland cells,Q101405034,Q18053680
792,ASB4,Anterior pituitary gland cells,Q101405034,Q18040493
793,RAX,Anterior pituitary gland cells,Q101405034,Q18039771
794,RAX,Immature neurons,Q101405067,Q18039771
795,RAX,Retinal progenitor cells,Q101404912,Q18039771
796,RAX,Tanycytes,Q101405074,Q18039771
797,NKX2-1,Anterior pituitary gland cells,Q101405034,Q18255010
798,NKX2-1,Pulmonary alveolar type II cells,Q101404950,Q18255010
799,FSHB,Anterior pituitary gland cells,Q101405034,Q17930727
800,GNRHR,Anterior pituitary gland cells,Q101405034,Q15316535
801,PITX1,Anterior pituitary gland cells,Q101405034,Q18030561
802,PITX1,Interneurons,Q101405035,Q18030561
803,GH1,Anterior pituitary gland cells,Q101405034,Q18025887
804,TSHB,Anterior pituitary gland cells,Q101405034,Q18032201
805,TSHB,Interneurons,Q101405035,Q18032201
806,PAX7,Anterior pituitary gland cells,Q101405034,Q18030358
807,PAX7,Myoblasts,Q101404940,Q18030358
808,PAX7,Myocytes,Q101404903,Q18030358
809,PAX7,Plasma cells,Q101405123,Q18030358
810,PAX7,Satellite cells,Q101404953,Q18030358
811,LHB,Anterior pituitary gland cells,Q101405034,Q18028545
812,S100B,Astrocytes,Q67801129,Q18031359
813,S100B,Astrocytes,Q101405103,Q18031359
814,S100B,Bergmann glia,Q101404920,Q18031359
815,S100B,Dendritic cells,Q101404869,Q18031359
816,S100B,Enteric glia cells,Q101405119,Q18031359
817,S100B,Ependymal cells,Q101405078,Q18031359
818,S100B,Gamma delta T cells,Q101405093,Q18031359
819,S100B,Neural stem/precursor cells,Q101405041,Q18031359
820,S100B,Schwann cells,Q101404893,Q18031359
821,SLC1A2,Astrocytes,Q67801129,Q18031521
822,SLC1A2,Astrocytes,Q101405103,Q18031521
823,SLC1A2,Bergmann glia,Q101404920,Q18031521
824,SLC1A2,Glutaminergic neurons,Q101404918,Q18031521
825,GFAP,Astrocytes,Q67801129,Q14864879
826,GFAP,Astrocytes,Q101405103,Q14864879
827,GFAP,Bergmann glia,Q101404920,Q14864879
828,GFAP,Endothelial cells (blood brain barrier),Q101405062,Q14864879
829,GFAP,Enteric glia cells,Q101405119,Q14864879
830,GFAP,Ependymal cells,Q101405078,Q14864879
831,GFAP,Hepatic stellate cells,Q101404946,Q14864879
832,GFAP,Myofibroblasts,Q101404949,Q14864879
833,GFAP,Neural stem/precursor cells,Q101405041,Q14864879
834,GFAP,Radial glia cells,Q101404897,Q14864879
835,GFAP,Schwann cells,Q101404893,Q14864879
836,BYSL,Astrocytes,Q67801129,Q17853941
837,BYSL,Astrocytes,Q101405103,Q17853941
838,ALDH1L1,Astrocytes,Q67801129,Q18035880
839,ALDH1L1,Astrocytes,Q101405103,Q18035880
840,ALDH1L1,Bergmann glia,Q101404920,Q18035880
841,CD40,Astrocytes,Q67801129,Q17859635
842,CD40,Astrocytes,Q101405103,Q17859635
843,CD40,B cells,Q101405086,Q17859635
844,CD40,Beta cells,Q101405087,Q17859635
845,CD40,Fibroblasts,Q101404861,Q17859635
846,CD40,Loop of Henle cells,Q101405109,Q17859635
847,CD40,Microglia,Q101404888,Q17859635
848,CD40,Monocytes,Q101405036,Q17859635
849,CD40,Plasma cells,Q101405123,Q17859635
850,CD40,Plasmacytoid dendritic cells,Q101405033,Q17859635
851,CD40,Platelets,Q101404882,Q17859635
852,SLC1A3,Astrocytes,Q67801129,Q14913170
853,SLC1A3,Astrocytes,Q101405103,Q14913170
854,SLC1A3,Bergmann glia,Q101404920,Q14913170
855,SLC1A3,Müller cells,Q101405096,Q14913170
856,SLC1A3,Müller cells,Q101405097,Q14913170
857,SLC1A3,Neural stem/precursor cells,Q101405041,Q14913170
858,SLC1A3,Radial glia cells,Q101404897,Q14913170
859,FGFR3,Astrocytes,Q67801129,Q14914358
860,FGFR3,Astrocytes,Q101405103,Q14914358
861,GJB6,Astrocytes,Q67801129,Q18035847
862,GJB6,Astrocytes,Q101405103,Q18035847
863,GJB6,Bergmann glia,Q101404920,Q18035847
864,AQP4,Astrocytes,Q67801129,Q14902502
865,AQP4,Astrocytes,Q101405103,Q14902502
866,AQP4,Bergmann glia,Q101404920,Q14902502
867,AQP4,Cholangiocytes,Q101405042,Q14902502
868,AQP4,Ependymal cells,Q101405078,Q14902502
869,AQP4,Interneurons,Q101405035,Q14902502
870,AQP4,Müller cells,Q101405096,Q14902502
871,AQP4,Müller cells,Q101405097,Q14902502
872,AQP4,Principal cells,Q101404911,Q14902502
873,HTRA1,Astrocytes,Q67801129,Q18030830
874,HTRA1,Astrocytes,Q101405103,Q18030830
875,HTRA1,Granulosa cells,Q101404921,Q18030830
876,S100A8,Astrocytes,Q67801129,Q20969990
877,S100A8,Astrocytes,Q101405103,Q20969990
878,S100A8,Chondrocytes,Q101405092,Q20969990
879,S100A8,Dendritic cells,Q101404869,Q20969990
880,S100A8,Erythroid-like and erythroid precursor cells,Q101404957,Q20969990
881,S100A8,Macrophages,Q101405081,Q20969990
882,S100A8,Megakaryocytes,Q101404874,Q20969990
883,S100A8,Microglia,Q101404888,Q20969990
884,S100A8,Monocytes,Q101405036,Q20969990
885,S100A8,Myeloid-derived suppressor cells,Q101062473,Q20969990
886,S100A8,Myeloid-derived suppressor cells,Q101404944,Q20969990
887,S100A8,Neutrophils,Q101405102,Q20969990
888,S100A8,Plasmacytoid dendritic cells,Q101405033,Q20969990
889,S100A8,T memory cells,Q101405071,Q20969990
890,CLDN10,Astrocytes,Q67801129,Q18033803
891,CLDN10,Astrocytes,Q101405103,Q18033803
892,CLDN10,Ductal cells,Q101404956,Q18033803
893,CLDN10,Loop of Henle cells,Q101405109,Q18033803
894,ITIH3,Astrocytes,Q67801129,Q18028056
895,ITIH3,Astrocytes,Q101405103,Q18028056
896,ITIH3,Bergmann glia,Q101404920,Q18028056
897,NKAIN4,Astrocytes,Q67801129,Q18049876
898,NKAIN4,Astrocytes,Q101405103,Q18049876
899,NKAIN4,Loop of Henle cells,Q101405109,Q18049876
900,NKAIN4,Purkinje neurons,Q101404913,Q18049876
901,ACSL6,Astrocytes,Q67801129,Q14913118
902,ACSL6,Astrocytes,Q101405103,Q14913118
903,ACSL6,Olfactory epithelial cells,Q101405047,Q14913118
904,ACSBG1,Astrocytes,Q67801129,Q18036994
905,ACSBG1,Astrocytes,Q101405103,Q18036994
906,ACSBG1,Bergmann glia,Q101404920,Q18036994
907,ACSBG1,Leydig cells,Q101405116,Q18036994
908,TRIL,Astrocytes,Q67801129,Q18034741
909,TRIL,Astrocytes,Q101405103,Q18034741
910,GPR37L1,Astrocytes,Q67801129,Q18033966
911,GPR37L1,Astrocytes,Q101405103,Q18033966
912,GPR37L1,Bergmann glia,Q101404920,Q18033966
913,GPR37L1,Endothelial cells (blood brain barrier),Q101405062,Q18033966
914,GPR37L1,Oligodendrocyte progenitor cells,Q101404917,Q18033966
915,GPR37L1,Schwann cells,Q101404893,Q18033966
916,SLC4A4,Astrocytes,Q67801129,Q18033202
917,SLC4A4,Astrocytes,Q101405103,Q18033202
918,SLC4A4,Bergmann glia,Q101404920,Q18033202
919,SLC4A4,Mast cells,Q101404923,Q18033202
920,SLC4A4,Proximal tubule cells,Q101404885,Q18033202
921,NTSR2,Astrocytes,Q67801129,Q18037544
922,NTSR2,Astrocytes,Q101405103,Q18037544
923,NTSR2,Bergmann glia,Q101404920,Q18037544
924,SLC6A11,Astrocytes,Q67801129,Q18031542
925,SLC6A11,Astrocytes,Q101405103,Q18031542
926,HSPA2,Astrocytes,Q67801129,Q18027345
927,HSPA2,Astrocytes,Q101405103,Q18027345
928,HSPA2,Ependymal cells,Q101405078,Q18027345
929,HSPA2,Spermatozoa,Q101405053,Q18027345
930,SLC16A2,Astrocytes,Q67801129,Q18031570
931,SLC16A2,Astrocytes,Q101405103,Q18031570
932,SLC16A2,Choroid plexus cells,Q101404896,Q18031570
933,SLC16A2,Luteal cells,Q101404954,Q18031570
934,SLC16A2,Tanycytes,Q101405074,Q18031570
935,SYNE1,Astrocytes,Q67801129,Q18037107
936,SYNE1,Astrocytes,Q101405103,Q18037107
937,SYNE1,Neurons,Q101405104,Q18037107
938,SYNE1,Photoreceptor cells,Q101404878,Q18037107
939,SYNE1,Photoreceptor cells,Q101404879,Q18037107
940,DIO2,Astrocytes,Q67801129,Q17914005
941,DIO2,Astrocytes,Q101405103,Q17914005
942,DIO2,Tanycytes,Q101405074,Q17914005
943,SLC7A10,Astrocytes,Q67801129,Q18042374
944,SLC7A10,Astrocytes,Q101405103,Q18042374
945,ENTPD2,Astrocytes,Q67801129,Q17859544
946,ENTPD2,Astrocytes,Q101405103,Q17859544
947,ENTPD2,Fibroblasts,Q101404861,Q17859544
948,ENTPD2,Gamma (PP) cells,Q101405057,Q17859544
949,ENTPD2,Keratinocytes,Q101405049,Q17859544
950,HSPB6,Astrocytes,Q67801129,Q18049735
951,HSPB6,Astrocytes,Q101405103,Q18049735
952,HSPB6,Smooth muscle cells,Q101404901,Q18049735
