,official gene symbol,cell type
989,ETV2,Cardiac stem and precursor cells
990,KIT,Cardiac stem and precursor cells
991,ABCG2,Cardiac stem and precursor cells
992,MESP1,Cardiac stem and precursor cells
993,BMP4,Cardiac stem and precursor cells
994,ADGRL2,Cardiac stem and precursor cells
995,TBX3,Cardiac stem and precursor cells
996,TBX4,Cardiac stem and precursor cells
997,WNT5A,Cardiac stem and precursor cells
998,ANKRD1,Cardiac stem and precursor cells
999,TNNC1,Cardiomyocytes
1000,ADM,Cardiomyocytes
1001,ALCAM ,Cardiomyocytes
1002,NPPA,Cardiomyocytes
1003,FGF2,Cardiomyocytes
1004,NPPB,Cardiomyocytes
1005,TNNI3,Cardiomyocytes
1006,TNNT2,Cardiomyocytes
1007,ANKRD1,Cardiomyocytes
1008,NPPC,Cardiomyocytes
1009,DES,Cardiomyocytes
1010,HAND2,Cardiomyocytes
1011,HAND1,Cardiomyocytes
1012,GATA4,Cardiomyocytes
1013,GATA6,Cardiomyocytes
1014,MYL2,Cardiomyocytes
1015,NKX2-5,Cardiomyocytes
1016,PNMT,Cardiomyocytes
1017,ACTA1,Cardiomyocytes
1018,CD36,Cardiomyocytes
1019,RBM20,Cardiomyocytes
1020,VLDLR,Cardiomyocytes
1021,ALPK3,Cardiomyocytes
1022,RBM24,Cardiomyocytes
1023,FABP4,Cardiomyocytes
1024,CKMT2,Cardiomyocytes
1025,SPEG,Cardiomyocytes
1026,MYH7B,Cardiomyocytes
1027,MYOM2,Cardiomyocytes
1028,MYOM1,Cardiomyocytes
1030,PDLIM5,Cardiomyocytes
1031,MYH7,Cardiomyocytes
1032,PLN,Cardiomyocytes
1033,TCAP,Cardiomyocytes
1034,SORBS2,Cardiomyocytes
1035,RYR2,Cardiomyocytes
1036,OBSCN,Cardiomyocytes
1037,ACTC1,Cardiomyocytes
1038,MYL3,Cardiomyocytes
1039,CORO6,Cardiomyocytes
1040,PDE4D,Cardiomyocytes
1041,NEXN,Cardiomyocytes
1043,FHL2,Cardiomyocytes
1044,MYBPC3,Cardiomyocytes
1045,MYH6,Cardiomyocytes
1046,TTN,Cardiomyocytes
1047,GPIHBP1,Cardiomyocytes
1048,AQP1,Cardiomyocytes
1049,DMD,Cardiomyocytes
1050,MFN2,Cardiomyocytes
1051,ASB2,Cardiomyocytes
1052,ART3,Cardiomyocytes
1053,RRAD,Cardiomyocytes
1054,ADPRHL1,Cardiomyocytes
1055,JPH2,Cardiomyocytes
1056,PYGM,Cardiomyocytes
1057,HSPB7,Cardiomyocytes
1058,MYOZ2,Cardiomyocytes
1059,ENO3,Cardiomyocytes
1060,TRDN,Cardiomyocytes
1061,ACTN2,Cardiomyocytes
1062,TNNI1,Cardiomyocytes
1063,SMPX,Cardiomyocytes
1064,MYL7,Cardiomyocytes
1065,TBX20,Cardiomyocytes
1066,TRIM63,Cardiomyocytes
1067,MB,Cardiomyocytes
1068,CTGF,Cardiomyocytes
1069,MYL4,Cardiomyocytes
1070,LOX,Cardiomyocytes
1071,CTNNB1,Cardiomyocytes
1072,CPT1A,Cardiomyocytes
1073,SOX18,Cardiomyocytes
1074,NOTCH1,Cardiomyocytes
1075,SLN,Cardiomyocytes
1076,CSRP3,Cardiomyocytes
1077,TXLNB,Cardiomyocytes
1078,ATP2A2,Cardiomyocytes
1079,CKM,Cardiomyocytes
1080,CKB,Cardiomyocytes
1081,CXCR4,Cardiomyocytes
1082,IL11RA,Cardiomyocytes
1083,MITF,Cardiomyocytes
1084,ZFPM2,Cardiomyocytes
1085,BDNF,Cardiomyocytes
1086,GJA5,Cardiomyocytes
1087,FMOD,Cardiomyocytes
1088,MTTP,Cardiomyocytes
1089,SLC5A1,Cardiomyocytes
1090,ADIPOQ,Cardiomyocytes
1091,TRPV1,Cardiomyocytes
1092,HAMP,Cardiomyocytes
1093,SGPL1,Cardiomyocytes
1094,HMGB2,Cardiomyocytes
1095,STC1,Cardiomyocytes
1096,FGF23,Cardiomyocytes
1097,STRN,Cardiomyocytes
1098,HEY2,Cardiomyocytes
1099,ADIPOR1,Cardiomyocytes
1100,ADIPOR2,Cardiomyocytes
1101,PDE1A,Cardiomyocytes
1102,BMP4,Cardiomyocytes
1103,CASQ2,Cardiomyocytes
1104,TPM1,Cardiomyocytes
1105,SSTR2,Cholangiocytes
1106,SLC4A2,Cholangiocytes
1107,SCTR,Cholangiocytes
1108,KRT7,Cholangiocytes
1109,KCNN2,Cholangiocytes
1110,ITGB4,Cholangiocytes
1111,GGT6,Cholangiocytes
1112,CFTR,Cholangiocytes
1113,CCKBR,Cholangiocytes
1114,AQP4,Cholangiocytes
1115,AQP1,Cholangiocytes
1116,PIGR,Cholangiocytes
1117,GGT1,Cholangiocytes
1118,JAG1,Cholangiocytes
1119,GPBAR1,Cholangiocytes
1120,GGT7,Cholangiocytes
1121,KRT19,Cholangiocytes
1122,ONECUT2,Cholangiocytes
1123,ALPL,Cholangiocytes
1124,HNF1B,Cholangiocytes
1125,ALB,Cholangiocytes
1126,AGR2,Cholangiocytes
1128,TFF3,Cholangiocytes
1129,TFF1,Cholangiocytes
1130,SOX9,Cholangiocytes
1131,EPCAM,Cholangiocytes
1132,CLDN4,Cholangiocytes
1133,MMP7,Cholangiocytes
1134,TFF2,Cholangiocytes
1135,SCGB3A1,Cholangiocytes
1136,FXYD2,Cholangiocytes
1137,DEFB1,Cholangiocytes
1138,CD24,Cholangiocytes
1139,LCN2,Cholangiocytes
1140,CXCL1,Cholangiocytes
1141,CXCL6,Cholangiocytes
1142,LGALS2,Cholangiocytes
1143,TACSTD2,Cholangiocytes
1144,ELF3,Cholangiocytes
1145,SPP1,Cholangiocytes
1146,MUC5B,Cholangiocytes
1147,LGALS4,Cholangiocytes
1148,CHAT,Cholinergic neurons
1149,SLC18A3,Cholinergic neurons
1150,ACHE,Cholinergic neurons
1151,SLC5A7,Cholinergic neurons
1152,TAC1,Cholinergic neurons
1153,BRCA1,Cholinergic neurons
1154,ACLY,Cholinergic neurons
1155,PRG4,Chondrocytes
1156,TNC,Chondrocytes
1157,CRTAC1,Chondrocytes
1158,CREB3L2,Chondrocytes
1159,RUNX2,Chondrocytes
1160,ACAN,Chondrocytes
1161,COL2A1,Chondrocytes
1162,COMP,Chondrocytes
1163,MATN3,Chondrocytes
1164,RUNX3,Chondrocytes
1165,SOX6,Chondrocytes
1166,BMP2,Chondrocytes
1167,CTNNB1,Chondrocytes
1168,FGF18,Chondrocytes
1169,GLI3,Chondrocytes
1170,PBX3,Chondrocytes
1171,PTHLH,Chondrocytes
1172,SMO,Chondrocytes
1173,STAT1,Chondrocytes
1174,MMP13,Chondrocytes
1175,VEGFA,Chondrocytes
1176,MATN1,Chondrocytes
1177,COL9A1,Chondrocytes
1178,COL10A1,Chondrocytes
1179,IGF2,Chondrocytes
1180,MIA,Chondrocytes
1181,SDC3,Chondrocytes
1182,EMP1,Chondrocytes
1183,COL6A1,Chondrocytes
1184,CYTL1,Chondrocytes
1185,LCN2,Chondrocytes
1187,LUM,Chondrocytes
1188,GADD45B,Chondrocytes
1189,SCRG1,Chondrocytes
1190,HAPLN1,Chondrocytes
1191,COL11A1,Chondrocytes
1192,S100A9,Chondrocytes
1193,CHAD,Chondrocytes
1194,COL9A3,Chondrocytes
1195,DLK1,Chondrocytes
1196,S100A8,Chondrocytes
1197,CHODL,Chondrocytes
1198,ATF4,Chondrocytes
1199,SHOX,Chondrocytes
1200,MGP,Chondrocytes
1201,TCF4,Chondrocytes
1202,VDR,Chondrocytes
1203,ATRX,Chondrocytes
1204,NOG,Chondrocytes
1205,AGER,Chondrocytes
1206,IL10RA,Chondrocytes
1207,TTR,Choroid plexus cells
1208,KL,Choroid plexus cells
1209,SOSTDC1,Choroid plexus cells
1210,CLIC6,Choroid plexus cells
1211,SLC4A10,Choroid plexus cells
1212,HTR2C,Choroid plexus cells
1213,AQP1,Choroid plexus cells
1214,SLC16A2,Choroid plexus cells
1215,SLC4A2,Choroid plexus cells
1216,SLC4A5,Choroid plexus cells
1217,SLC31A1,Choroid plexus cells
1219,CLDN2,Choroid plexus cells
1220,SLC13A4,Choroid plexus cells
1221,SLC29A4,Choroid plexus cells
1222,PRLR,Choroid plexus cells
1223,CLDN1,Choroid plexus cells
1224,SLC2A12,Choroid plexus cells
1225,WFIKKN2,Choroid plexus cells
1226,SLC23A2,Choroid plexus cells
1227,SLC26A11,Choroid plexus cells
1228,CHMP1A,Choroid plexus cells
1229,SLC26A4,Chromaffin cells
1230,AGRP,Chromaffin cells
1231,IGF2,Chromaffin cells
1232,SNAP25,Chromaffin cells
1233,SLC18A2,Chromaffin cells
1234,SNAPIN,Chromaffin cells
1235,PNMT,Chromaffin cells
1236,RAPGEF2,Chromaffin cells
1237,SERPINE1,Chromaffin cells
1238,GJD2,Chromaffin cells
1239,CACNA1D,Chromaffin cells
1240,PIK3C2A,Chromaffin cells
1241,NCS1,Chromaffin cells
1242,PLD1,Chromaffin cells
1243,PLD2,Chromaffin cells
1244,DOC2B,Chromaffin cells
1245,UNC13A,Chromaffin cells
1246,SLC18A1,Chromaffin cells
1247,STX1A,Chromaffin cells
1248,NPY,Chromaffin cells
1249,NTRK1,Chromaffin cells
1250,P2RY1,Chromaffin cells
1251,SLC12A2,Chromaffin cells
1252,CHGA,Chromaffin cells
1253,PLAT,Chromaffin cells
1254,SEC14L3,Ciliated cells
1255,CCDC153,Ciliated cells
1257,FAM161A,Ciliated cells
1258,TMEM212,Ciliated cells
1259,USMG5,Ciliated cells
1260,CCDC181,Ciliated cells
1262,FOXJ1,Ciliated cells
1263,CCDC17,Ciliated cells
1264,CCDC39,Ciliated cells
1266,ODF3B,Ciliated cells
1267,CYP2S1,Ciliated cells
1268,LRRC23,Ciliated cells
1269,SCGB1A1,Ciliated cells
1270,APPL2,Ciliated cells
1271,TUBB4B,Ciliated cells
1272,SYT2,Clara cells
1273,CYP2E1,Clara cells
1274,SCGB1A1,Clara cells
1275,FOXM1,Clara cells
1277,CTSE,Clara cells
1278,MUC5B,Clara cells
1279,SCGB3A2,Clara cells
1280,SFTPC,Clara cells
1281,MUC1,Clara cells
1282,CYP4B1,Clara cells
1283,ALDH1A1,Clara cells
1284,BPIFA1,Clara cells
1285,SCGB3A1,Clara cells
1286,MUC4,Clara cells
1287,AHR,Clara cells
1288,MMP28,Clara cells
1289,LEPR,Clara cells
1290,ERN1,Clara cells
1291,SFTPA1,Clara cells
1292,CARM1,Clara cells
1294,RAB3D,Clara cells
1295,SFTPD,Clara cells
1296,KCNE3,Crypt cells
1297,KCNQ1,Crypt cells
1298,OLFM4,Crypt cells
1299,PROM1,Crypt cells
1300,LGR5,Crypt cells
1301,EPHB2,Crypt cells
1302,ASCL2,Crypt cells
1303,BMI1,Crypt cells
1304,HOPX,Crypt cells
1305,LRIG1,Crypt cells
1306,TERT,Crypt cells
1307,MSI1,Crypt cells
1308,SMOC2,Crypt cells
1309,TNFRSF19,Crypt cells
1310,SLC12A2,Crypt cells
1311,AXIN2,Crypt cells
1312,XCL1,Decidual cells
1313,IGFBP1,Decidual cells
1314,XCL2,Decidual cells
1315,CTSW,Decidual cells
1316,IL32,Decidual cells
1317,TRDC,Decidual cells
1318,KLRC1,Decidual cells
1319,PRL,Decidual cells
1320,CST7,Decidual cells
1321,AREG,Decidual cells
1322,PDX1,Delta cells
1323,FFAR4,Delta cells
1324,SST,Delta cells
1325,PCSK9,Delta cells
1326,RBP4,Delta cells
1327,PAX4,Delta cells
1328,RESP18,Delta cells
1329,HHEX,Delta cells
1330,ISL1,Delta cells
1331,SCGN,Delta cells
1332,KCNK16,Delta cells
1333,IAPP,Delta cells
1334,FXYD2,Delta cells
1335,NPTX2,Delta cells
1336,GPC5-AS1,Delta cells
1337,UCP2,Delta cells
1338,LEPR,Delta cells
1339,BAIAP3,Delta cells
1340,MS4A8,Delta cells
1341,CASR,Delta cells
1342,BCHE,Delta cells
1343,GABRB3,Delta cells
1344,UNC5B,Delta cells
1345,EDN3,Delta cells
1346,PRG4,Delta cells
1347,GHSR,Delta cells
1348,FRZB,Delta cells
1349,PCSK1,Delta cells
1350,GABRG2,Delta cells
1351,POU3F1,Delta cells
1352,BHLHE41,Delta cells
1353,EHF,Delta cells
1354,LCORL,Delta cells
1355,ETV1,Delta cells
1356,IL6,Dendritic cells
1357,CD86,Dendritic cells
1358,CD83,Dendritic cells
1359,CD1A,Dendritic cells
1360,CR2,Dendritic cells
1361,TLR9,Dendritic cells
1362,CD1C,Dendritic cells
1363,CD209,Dendritic cells
1364,LAMP3,Dendritic cells
1365,CD1B,Dendritic cells
1366,TREM2,Dendritic cells
1367,FABP4,Dendritic cells
1368,S100A9,Dendritic cells
1369,ARG1,Dendritic cells
1370,HLA-DRA,Dendritic cells
1371,HLA-DQA1,Dendritic cells
1372,HLA-DMB,Dendritic cells
1373,HLA-DMA,Dendritic cells
1374,HLA-DQB1,Dendritic cells
1375,CLEC10A,Dendritic cells
1376,HLA-DRB1,Dendritic cells
1377,HLA-DPA1,Dendritic cells
1378,HLA-DPB1,Dendritic cells
1379,DNASE1L3,Dendritic cells
1380,CLEC9A,Dendritic cells
1381,LILRB2,Dendritic cells
1382,ETV6,Dendritic cells
1383,CD163,Dendritic cells
1384,CXCR4,Dendritic cells
1385,CXCL8,Dendritic cells
1386,VSIG4,Dendritic cells
1387,NR4A3,Dendritic cells
1388,CCR7,Dendritic cells
1389,TRAF1,Dendritic cells
1390,RELB,Dendritic cells
1391,BATF3,Dendritic cells
1392,CCL22,Dendritic cells
1393,SLAMF7,Dendritic cells
1394,XCR1,Dendritic cells
1396,CXCL16,Dendritic cells
1397,SCIMP,Dendritic cells
1398,FCGR2B,Dendritic cells
1399,FGD2,Dendritic cells
1400,RAB7B,Dendritic cells
1401,NAAA,Dendritic cells
1402,HCK,Dendritic cells
1403,CD180,Dendritic cells
1405,HFE,Dendritic cells
1406,CCR2,Dendritic cells
1407,RYR1,Dendritic cells
1408,ITGAE,Dendritic cells
1409,SEMA4A,Dendritic cells
1410,DPP4,Dendritic cells
1411,SLAMF8,Dendritic cells
1412,CXCR3,Dendritic cells
1413,BTLA,Dendritic cells
1414,FLT3,Dendritic cells
1415,TLR3,Dendritic cells
1417,ITGAX,Dendritic cells
1418,GPR132,Dendritic cells
1419,ADAM19,Dendritic cells
1421,AP1S3,Dendritic cells
1422,ASS1,Dendritic cells
1423,ADGRG5,Dendritic cells
1424,GPR68,Dendritic cells
1426,KIT,Dendritic cells
1428,KMO,Dendritic cells
1429,P2RY10,Dendritic cells
1430,RAB30,Dendritic cells
1431,SEPT6,Dendritic cells
1432,ZBTB46,Dendritic cells
1433,S100A4,Dendritic cells
1434,CLEC7A,Dendritic cells
1435,AIF1,Dendritic cells
1436,LST1,Dendritic cells
1437,CTSS,Dendritic cells
1440,IRF8,Dendritic cells
1442,ADGRE1,Dendritic cells
1443,CCL17,Dendritic cells
1444,CD14,Dendritic cells
1445,CD207,Dendritic cells
1446,CD8A,Dendritic cells
1447,CX3CR1,Dendritic cells
1449,ITGAM,Dendritic cells
1450,LY75,Dendritic cells
1451,PDCD1LG2,Dendritic cells
1452,PTPRC,Dendritic cells
1453,SIRPA,Dendritic cells
1454,FCGR3A,Dendritic cells
1455,FTL,Dendritic cells
1456,SERPINA1,Dendritic cells
1457,AXL,Dendritic cells
1458,PPP1R14A,Dendritic cells
1459,SIGLEC6,Dendritic cells
1460,CD22,Dendritic cells
1461,DAB2,Dendritic cells
1462,S100A8,Dendritic cells
1463,VCAN,Dendritic cells
1464,LYZ,Dendritic cells
1465,ANXA1,Dendritic cells
1466,FCER1A,Dendritic cells
1467,C1ORF54,Dendritic cells
1468,CADM1,Dendritic cells
1469,CAMK2D,Dendritic cells
1470,LGALS3,Dendritic cells
1471,NAPSA,Dendritic cells
1472,PLBD1,Dendritic cells
1473,RNASE6,Dendritic cells
1474,PLAC8,Dendritic cells
1477,H2AFY,Dendritic cells
1478,SLC11A1,Dendritic cells
1479,PDPN,Dendritic cells
1480,S100B,Dendritic cells
1481,CD28,Dendritic cells
1482,PPL,Dendritic cells
1483,SLURP1,Dendritic cells
1484,HLA-A,Dendritic cells
1485,HLA-B,Dendritic cells
1486,HLA-C,Dendritic cells
1487,HLA-DRB5,Dendritic cells
1488,SERPINB9,Dendritic cells
1489,CLDN8,Distal tubule cells
1490,SLC12A3,Distal tubule cells
1491,UMOD,Distal tubule cells
1492,JAG1,Distal tubule cells
1493,CALB1,Distal tubule cells
1494,PVALB,Distal tubule cells
1495,PGAM2,Distal tubule cells
1496,WNK4,Distal tubule cells
1497,SGMS2,Distal tubule cells
1498,SLC16A7,Distal tubule cells
1499,LHX1,Distal tubule cells
1500,ABCA13,Distal tubule cells
1502,EMX1,Distal tubule cells
1503,TRPM6,Distal tubule cells
1504,CWH43,Distal tubule cells
1505,TRPM7,Distal tubule cells
1506,UROC1,Distal tubule cells
1507,TFRC,Distal tubule cells
1509,TSC22D2,Distal tubule cells
1510,LARP1B,Distal tubule cells
1511,CLCNKB,Distal tubule cells
1513,KLHL3,Distal tubule cells
1514,KLK1,Distal tubule cells
1515,KCNJ1,Distal tubule cells
1516,HOXD8,Distal tubule cells
1517,KL,Distal tubule cells
1518,EGF,Distal tubule cells
1519,TMEM213,Distal tubule cells
1521,TMEM52B,Distal tubule cells
1523,DEFB1,Distal tubule cells
1524,FXYD2,Distal tubule cells
1525,USMG5,Distal tubule cells
1526,TRHDE,Distal tubule cells
1529,KCNJ16,Distal tubule cells
1530,RHCG,Distal tubule cells
1531,SOSTDC1,Distal tubule cells
1532,SCNN1A,Distal tubule cells
1533,VDR,Distal tubule cells
1534,WNK1,Distal tubule cells
1535,SLC8A1,Distal tubule cells
1536,AQP2,Distal tubule cells
1537,AVPR2,Distal tubule cells
1538,TH,Dopaminergic neurons
1539,SLC6A3,Dopaminergic neurons
1540,FOXA2,Dopaminergic neurons
1541,KCNJ6,Dopaminergic neurons
1542,NR4A2,Dopaminergic neurons
1543,LMX1B,Dopaminergic neurons
1544,CACNA2D2,Dopaminergic neurons
1545,CADPS2,Dopaminergic neurons
1546,CHRNA6,Dopaminergic neurons
1547,MAPK8IP2,Dopaminergic neurons
1548,NTN1,Dopaminergic neurons
1549,PRKCG,Dopaminergic neurons
1550,SCN2A,Dopaminergic neurons
1551,TENM1,Dopaminergic neurons
1552,ZIM3,Dopaminergic neurons
1553,DDC,Dopaminergic neurons
1554,SLC18A2,Dopaminergic neurons
1555,SLC18A3,Dopaminergic neurons
1556,NEUROD6,Dopaminergic neurons
1557,SMAD3,Dopaminergic neurons
1558,PITX3,Dopaminergic neurons
1559,CFTR,Ductal cells
1560,HNF1B,Ductal cells
1561,KRT20,Ductal cells
1562,MUC1,Ductal cells
1563,ONECUT1,Ductal cells
1564,AMBP,Ductal cells
1565,HHEX,Ductal cells
1566,ANXA4,Ductal cells
1567,SPP1,Ductal cells
1568,PDX1,Ductal cells
1569,SERPINA3,Ductal cells
1570,CFB,Ductal cells
1571,GDF15,Ductal cells
1572,AKR1C3,Ductal cells
1573,MMP7,Ductal cells
1574,DEFB1,Ductal cells
1575,SERPING1,Ductal cells
1576,TSPAN8,Ductal cells
1577,CLDN10,Ductal cells
1578,SLPI,Ductal cells
1579,SERPINA5,Ductal cells
1580,PIGR,Ductal cells
1581,CLDN1,Ductal cells
1582,LGALS4,Ductal cells
1583,PERP,Ductal cells
1584,PDLIM3,Ductal cells
1585,WFDC2,Ductal cells
1586,SLC3A1,Ductal cells
1587,AQP1,Ductal cells
1588,ALDH1A3,Ductal cells
1589,VTCN1,Ductal cells
1590,KRT19,Ductal cells
1591,TFF1,Ductal cells
1592,TFF2,Ductal cells
1593,KRT7,Ductal cells
1594,CLDN4,Ductal cells
1595,LAMB3,Ductal cells
1596,TACSTD2,Ductal cells
1597,CCL2,Ductal cells
1598,DCDC2,Ductal cells
1599,CXCL2,Ductal cells
1600,CTSH,Ductal cells
1601,S100A10,Ductal cells
1602,MYC,Embryonic stem cells
1603,FOXD3,Embryonic stem cells
1604,POU5F1,Embryonic stem cells
1605,FUT4,Embryonic stem cells
1606,CD24,Embryonic stem cells
1607,ITGA4,Embryonic stem cells
1608,CDH1,Embryonic stem cells
1609,ABCG2,Embryonic stem cells
1610,PODXL,Embryonic stem cells
1611,ALPP,Embryonic stem cells
1612,ZIC1,Embryonic stem cells
1613,PRDM5,Embryonic stem cells
1614,ANO6,Embryonic stem cells
1615,CDK8,Embryonic stem cells
1616,SLC46A2,Embryonic stem cells
1617,TEX19,Embryonic stem cells
1618,ZSCAN10,Embryonic stem cells
1619,KCNIP3,Embryonic stem cells
1620,PCGF2,Embryonic stem cells
1621,NANOG,Embryonic stem cells
1622,GAL,Embryonic stem cells
1623,PITX2,Embryonic stem cells
1624,BCL3,Embryonic stem cells
1625,SALL4,Embryonic stem cells
1627,TDGF1,Embryonic stem cells
1628,HOXB5,Embryonic stem cells
1629,SUMO2,Embryonic stem cells
1630,BNIP3,Embryonic stem cells
1631,GJC1,Embryonic stem cells
1632,TRIM6,Embryonic stem cells
1633,PUM2,Embryonic stem cells
1634,GJB4,Embryonic stem cells
1635,SOX15,Embryonic stem cells
1636,UTF1,Embryonic stem cells
1637,GJB1,Embryonic stem cells
1638,LMNA,Embryonic stem cells
1639,FBXO15,Embryonic stem cells
1640,PML,Embryonic stem cells
1641,THY1,Embryonic stem cells
1642,KIT,Embryonic stem cells
1643,EPCAM,Embryonic stem cells
1644,CD9,Embryonic stem cells
1645,ITGB1,Embryonic stem cells
1646,CD59,Embryonic stem cells
1647,PROM1,Embryonic stem cells
1648,PECAM1,Embryonic stem cells
1649,ITGA6,Embryonic stem cells
1650,FZD1,Embryonic stem cells
1651,KITLG,Embryonic stem cells
1652,SOX2,Embryonic stem cells
1653,KLF4,Embryonic stem cells
1654,ZFP42,Embryonic stem cells
1655,ZFX,Embryonic stem cells
1656,TAF8,Embryonic stem cells
1657,HMGA2,Embryonic stem cells
1658,NACC1,Embryonic stem cells
1659,NR6A1,Embryonic stem cells
1660,STAT3,Embryonic stem cells
1661,LEF1,Embryonic stem cells
1662,L1TD1,Embryonic stem cells
1663,KHDC3L,Embryonic stem cells
1664,GDF3,Embryonic stem cells
1665,DPPA5,Embryonic stem cells
1666,DPPA4,Embryonic stem cells
1667,DPPA2,Embryonic stem cells
1668,DPPA3,Embryonic stem cells
1669,SMAD1,Embryonic stem cells
1670,SMAD5,Embryonic stem cells
1671,SMAD9,Embryonic stem cells
1672,SMAD4,Embryonic stem cells
1673,SMAD2,Embryonic stem cells
1674,SMAD3,Embryonic stem cells
1675,CTNNB1,Embryonic stem cells
1676,HHEX,Embryonic stem cells
1677,HES1,Embryonic stem cells
1678,ESRRB,Embryonic stem cells
1679,DNMT3B,Embryonic stem cells
1680,TRIM28,Embryonic stem cells
1681,PIWIL1,Embryonic stem cells
1682,PIWIL2,Embryonic stem cells
1683,PIWIL4,Embryonic stem cells
1684,LIFR,Embryonic stem cells
1685,IL6ST,Embryonic stem cells
1687,PECAM1,Endothelial cells
1688,ICAM1,Endothelial cells
1689,ITGB3,Endothelial cells
1690,SELE,Endothelial cells
1691,VCAM1,Endothelial cells
1692,MCAM,Endothelial cells
1693,PROCR,Endothelial cells
1694,TEK,Endothelial cells
1695,FLT4,Endothelial cells
1696,APLN,Endothelial cells
1697,VWF,Endothelial cells
1698,NOS3,Endothelial cells
1699,THBD,Endothelial cells
1700,PLVAP,Endothelial cells
1701,ACKR1,Endothelial cells
1702,SLCO1C1,Endothelial cells
1703,TMEM100,Endothelial cells
1704,ADGRF5,Endothelial cells
1706,ABCG2,Endothelial cells
1707,PODXL,Endothelial cells
1708,NOSTRIN,Endothelial cells
1709,MFSD2A,Endothelial cells
1710,ACVRL1,Endothelial cells
1711,AQP1,Endothelial cells
1712,MYLK,Endothelial cells
1713,RASIP1,Endothelial cells
1714,FLI1,Endothelial cells
1715,TIE1,Endothelial cells
1716,APLNR,Endothelial cells
1717,NRP2,Endothelial cells
1718,ADAMTS1,Endothelial cells
1719,RPRM,Endothelial cells
1720,FABP4,Endothelial cells
1721,GPIHBP1,Endothelial cells
1722,FHL2,Endothelial cells
1723,LOX,Endothelial cells
1724,KLK1,Endothelial cells
1725,ADORA2A,Endothelial cells
1726,ARAP3,Endothelial cells
1727,ARHGEF15,Endothelial cells
1728,CARD10,Endothelial cells
1729,CLEC14A,Endothelial cells
1730,DLL4,Endothelial cells
1731,ESM1,Endothelial cells
1733,GIMAP5,Endothelial cells
1734,GJA4,Endothelial cells
1735,MMRN2,Endothelial cells
1736,NOTCH4,Endothelial cells
1737,NPR1,Endothelial cells
1738,PRKCH,Endothelial cells
1739,RASGRP3,Endothelial cells
1740,ROBO4,Endothelial cells
1741,SCARF1,Endothelial cells
1742,SOX18,Endothelial cells
1743,SOX7,Endothelial cells
1744,SPNS2,Endothelial cells
1745,THSD1,Endothelial cells
1746,APOLD1,Endothelial cells
1747,EMP1,Endothelial cells
1748,CD36,Endothelial cells
1749,RNASE1,Endothelial cells
1750,CTGF,Endothelial cells
1751,HYAL2,Endothelial cells
1752,CLEC4G,Endothelial cells
1753,GPR182,Endothelial cells
1754,F8,Endothelial cells
1755,RBP7,Endothelial cells
1756,CALCRL,Endothelial cells
1757,FOXF1,Endothelial cells
1758,CASZ1,Endothelial cells
1759,AQP7,Endothelial cells
1760,TCF15,Endothelial cells
1761,CD300LG,Endothelial cells
1762,BTNL9,Endothelial cells
1763,MEOX2,Endothelial cells
1764,ERG,Endothelial cells
1765,HEXIM1,Endothelial cells
1766,GLYCAM1,Endothelial cells
1767,CD55,Endothelial cells
1768,MMRN1,Endothelial cells
1769,C7,Endothelial cells
1770,RAMP3,Endothelial cells
1771,VEGFC,Endothelial cells
1772,GJA5,Endothelial cells
1773,HEY1,Endothelial cells
1774,RND1,Endothelial cells
1775,BDP1,Endothelial cells
1776,CD46,Endothelial cells
1777,MEOX1,Endothelial cells
1778,CCL19,Endothelial cells
1780,MADCAM1,Endothelial cells
1781,CYP1B1,Endothelial cells
1782,IRX3,Endothelial cells
1783,BIRC2,Endothelial cells
1784,LYVE1,Endothelial cells
1785,SEMA3D,Endothelial cells
1787,EMCN,Endothelial cells
1788,WFDC1,Endothelial cells
1789,ADGRL4,Endothelial cells
1790,VWA1,Endothelial cells
1791,ECE1,Endothelial cells
1792,PTPRB,Endothelial cells
1793,CLDN5,Endothelial cells
1796,TBX1,Endothelial cells
1797,SEMA7A,Endothelial cells
1798,FOXF2,Endothelial cells
1799,PDGFB,Endothelial cells
1800,ECSCR,Endothelial cells
1801,ELK3,Endothelial cells
1802,CDH5,Endothelial cells
1803,PLEC,Endothelial cells
1804,STAB1,Endothelial cells
1805,TGFBR2,Endothelial cells
1806,CD93,Endothelial cells
1807,CXCL1,Endothelial cells
1809,RGS5,Endothelial cells
1810,SLC7A5,Endothelial cells
1811,ENG,Endothelial cells
1812,KDR,Endothelial cells
1813,SLC2A1,Endothelial cells
1814,EGFL7,Endothelial cells
1815,FLT1,Endothelial cells
1816,EPAS1,Endothelial cells
1817,EDNRB,Endothelial cells
1818,KCNJ8,Endothelial cells
1819,CD82,Endothelial cells
1820,CHST1,Endothelial cells
1821,PLAC8,Endothelial cells
1822,TSPAN8,Endothelial cells
1823,ETS1,Endothelial cells
1824,CD34,Endothelial cells
1825,PDPN,Endothelial cells
1826,PROX1,Endothelial cells
1827,EHD3,Endothelial cells
1828,SRGN,Endothelial cells
1829,S100A10,Endothelial cells
1830,CLIC4,Endothelial cells
1832,USHBP1,Endothelial cells
1833,MYF6,Endothelial cells
1834,OIT3,Endothelial cells
1835,IL1A,Endothelial cells
1836,BMP2,Endothelial cells
1837,C1QTNF1,Endothelial cells
1838,PCDH12,Endothelial cells
1839,DPP4,Endothelial cells
